[18:45:26.685 INF] [T:1] [Rank] Logger setup was successful: Rank
[18:45:26.827 DBG] [T:1] [Rank] Discover commands: [3003, 3002, 3001, 3000, 1000]
[18:45:26.829 INF] [T:1] [Rank] The server Rank is initialized.
[18:45:27.228 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[18:45:27.228 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[18:45:27.228 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[18:45:27.228 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[18:45:27.242 INF] [T:1] [Rank] [Daily] Season loaded. kind="Daily", num=71, state="Running", start="2026-01-30T06:00:00.0000000+09:00", end="2026-01-31T06:00:00.0000000+09:00"
[18:45:27.244 INF] [T:1] [Rank] Listener (0.0.0.0:20000:"Tcp") was started.
[18:45:27.247 INF] [T:1] [Rank] The server instance Rank was been started!
[18:45:27.292 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[18:45:27.292 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[18:45:27.292 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[18:45:27.292 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[18:45:27.387 INF] [T:12] [Rank] [Daily] Next season scheduled. kind="Daily", num=72, start="2026-02-02T00:00:00.0000000+00:00", end="2026-02-03T00:00:00.0000000+00:00"
[18:45:35.090 DBG] [T:8] [Rank] A new session connected. sessionId=06e452bc-baba-45a0-a64a-dd0ef2bcbef8, remoteEndPoint=127.0.0.1:58636
[22:04:14.060 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:04:13.062Z CPU=0.1% WS=69.52MB Managed=197.30MB Threads=33
[22:04:44.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:04:43.062Z CPU=0.1% WS=72.78MB Managed=198.32MB Threads=33
[22:05:14.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:05:13.062Z CPU=0.1% WS=72.83MB Managed=199.32MB Threads=33
[22:05:44.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:05:43.062Z CPU=0.1% WS=72.83MB Managed=200.34MB Threads=33
[22:06:14.062 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:06:13.063Z CPU=0.1% WS=72.88MB Managed=193.49MB Threads=33
[22:06:44.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:06:43.061Z CPU=0.1% WS=72.86MB Managed=194.48MB Threads=32
[22:07:14.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:07:13.063Z CPU=0.1% WS=72.88MB Managed=195.50MB Threads=33
[22:07:44.061 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:07:43.063Z CPU=0.1% WS=72.91MB Managed=196.51MB Threads=34
[22:08:14.062 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:08:13.063Z CPU=0.1% WS=72.89MB Managed=197.53MB Threads=33
[22:08:44.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:08:43.063Z CPU=0.1% WS=72.91MB Managed=198.54MB Threads=33
[22:09:14.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:09:13.064Z CPU=0.1% WS=72.91MB Managed=199.56MB Threads=33
[22:09:44.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:09:43.064Z CPU=0.1% WS=72.97MB Managed=200.58MB Threads=33
[22:10:14.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:10:13.064Z CPU=0.1% WS=73.00MB Managed=193.72MB Threads=33
[22:10:44.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:10:43.063Z CPU=0.1% WS=73.00MB Managed=194.75MB Threads=32
[22:11:14.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:11:13.065Z CPU=0.1% WS=73.00MB Managed=195.74MB Threads=32
[22:11:44.063 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:11:43.062Z CPU=0.1% WS=73.00MB Managed=196.72MB Threads=32
[22:12:14.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:12:13.065Z CPU=0.1% WS=72.70MB Managed=197.72MB Threads=33
[22:12:44.064 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:12:43.065Z CPU=0.1% WS=72.70MB Managed=198.72MB Threads=33
[22:20:28.574 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:20:27.576Z CPU=0.0% WS=72.70MB Managed=199.74MB Threads=33
[22:20:58.575 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:20:57.577Z CPU=0.1% WS=72.70MB Managed=200.75MB Threads=33
[22:36:33.176 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:36:32.176Z CPU=0.0% WS=67.88MB Managed=193.87MB Threads=33
[22:37:03.176 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:37:03.176Z CPU=0.1% WS=68.03MB Managed=194.92MB Threads=33
[22:46:07.026 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:46:06.026Z CPU=0.1% WS=67.78MB Managed=195.90MB Threads=33
[22:46:37.026 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:46:36.027Z CPU=0.0% WS=67.81MB Managed=196.90MB Threads=32
[22:55:19.513 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:55:18.513Z CPU=0.1% WS=62.38MB Managed=197.91MB Threads=33
[22:55:49.512 INF] [T:7] [PerfMonitor] Time:2026-02-02 13:55:48.512Z CPU=0.1% WS=62.48MB Managed=198.92MB Threads=34
[23:09:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:09:08.412Z CPU=0.1% WS=52.33MB Managed=199.94MB Threads=33
[23:09:39.412 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:09:38.412Z CPU=0.1% WS=57.20MB Managed=193.11MB Threads=33
[23:10:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:10:08.413Z CPU=0.1% WS=57.48MB Managed=194.14MB Threads=34
[23:10:39.412 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:10:38.411Z CPU=0.1% WS=56.80MB Managed=195.16MB Threads=34
[23:11:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:11:08.411Z CPU=0.1% WS=57.05MB Managed=196.19MB Threads=33
[23:11:39.412 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:11:38.413Z CPU=0.1% WS=57.28MB Managed=197.22MB Threads=34
[23:12:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:12:08.412Z CPU=0.1% WS=62.42MB Managed=198.24MB Threads=33
[23:12:39.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:12:38.414Z CPU=0.1% WS=62.42MB Managed=199.24MB Threads=33
[23:13:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:13:08.413Z CPU=0.1% WS=62.42MB Managed=200.26MB Threads=33
[23:13:39.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:13:38.413Z CPU=0.1% WS=62.44MB Managed=193.40MB Threads=32
[23:14:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:14:08.414Z CPU=0.1% WS=62.41MB Managed=194.40MB Threads=33
[23:14:39.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:14:38.413Z CPU=0.1% WS=62.36MB Managed=195.40MB Threads=33
[23:15:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:15:08.414Z CPU=0.1% WS=62.34MB Managed=196.43MB Threads=32
[23:15:39.412 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:15:38.414Z CPU=0.1% WS=62.39MB Managed=197.42MB Threads=33
[23:16:09.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:16:08.414Z CPU=0.1% WS=62.44MB Managed=198.44MB Threads=34
[23:16:39.413 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:16:38.415Z CPU=0.1% WS=62.39MB Managed=199.43MB Threads=32
[23:17:09.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:17:08.415Z CPU=0.1% WS=63.02MB Managed=200.44MB Threads=32
[23:17:39.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:17:38.413Z CPU=0.1% WS=63.45MB Managed=193.10MB Threads=33
[23:18:09.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:18:08.413Z CPU=0.1% WS=63.44MB Managed=194.09MB Threads=32
[23:18:39.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:18:38.415Z CPU=0.1% WS=63.45MB Managed=195.12MB Threads=33
[23:19:09.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:19:08.416Z CPU=0.1% WS=63.44MB Managed=196.13MB Threads=32
[23:19:39.415 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:19:38.414Z CPU=0.1% WS=63.45MB Managed=197.11MB Threads=33
[23:20:09.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:20:08.413Z CPU=0.1% WS=62.83MB Managed=198.12MB Threads=32
[23:20:39.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:20:38.415Z CPU=0.1% WS=62.84MB Managed=199.12MB Threads=33
[23:21:09.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:21:08.416Z CPU=0.1% WS=63.56MB Managed=200.15MB Threads=33
[23:21:39.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:21:38.414Z CPU=0.1% WS=63.56MB Managed=193.28MB Threads=33
[23:22:09.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:22:08.415Z CPU=0.1% WS=63.55MB Managed=194.29MB Threads=34
[23:22:39.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:22:38.416Z CPU=0.1% WS=66.39MB Managed=195.31MB Threads=32
[23:23:09.415 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:23:08.415Z CPU=0.1% WS=66.41MB Managed=196.33MB Threads=33
[23:23:39.414 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:23:38.415Z CPU=0.1% WS=66.41MB Managed=197.35MB Threads=33
[23:24:09.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:24:09.416Z CPU=0.1% WS=66.33MB Managed=198.39MB Threads=33
[23:24:39.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:24:39.416Z CPU=0.1% WS=66.34MB Managed=199.40MB Threads=34
[23:25:09.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:25:09.416Z CPU=0.1% WS=66.33MB Managed=200.43MB Threads=33
[23:25:39.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:25:38.416Z CPU=0.1% WS=66.33MB Managed=193.54MB Threads=33
[23:26:09.417 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:26:08.416Z CPU=0.1% WS=66.33MB Managed=194.56MB Threads=33
[23:26:39.417 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:26:39.417Z CPU=0.1% WS=66.31MB Managed=195.58MB Threads=32
[23:27:09.416 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:27:09.416Z CPU=0.1% WS=66.31MB Managed=196.59MB Threads=32
[23:27:39.417 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:27:39.417Z CPU=0.0% WS=66.38MB Managed=197.60MB Threads=33
[23:28:09.418 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:28:09.417Z CPU=0.1% WS=66.34MB Managed=198.63MB Threads=33
[23:28:39.417 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:28:38.416Z CPU=0.1% WS=66.34MB Managed=199.60MB Threads=33
[23:29:09.418 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:29:09.417Z CPU=0.1% WS=66.34MB Managed=192.79MB Threads=32
[23:29:39.418 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:29:38.416Z CPU=0.0% WS=66.34MB Managed=193.75MB Threads=32
[23:30:09.418 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:30:08.418Z CPU=0.1% WS=66.36MB Managed=194.74MB Threads=33
[23:30:39.419 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:30:38.419Z CPU=0.1% WS=66.36MB Managed=195.75MB Threads=33
[23:31:09.419 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:31:08.417Z CPU=0.1% WS=66.38MB Managed=196.77MB Threads=34
[23:31:39.419 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:31:38.419Z CPU=0.1% WS=66.39MB Managed=197.80MB Threads=34
[23:32:09.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:32:08.419Z CPU=0.1% WS=66.38MB Managed=198.82MB Threads=33
[23:32:39.419 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:32:38.419Z CPU=0.1% WS=66.42MB Managed=199.83MB Threads=33
[23:33:09.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:33:08.419Z CPU=0.1% WS=66.83MB Managed=192.98MB Threads=33
[23:33:39.417 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:33:38.417Z CPU=0.1% WS=66.83MB Managed=194.00MB Threads=33
[23:34:09.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:34:08.419Z CPU=0.1% WS=66.83MB Managed=195.00MB Threads=33
[23:34:39.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:34:38.420Z CPU=0.1% WS=66.81MB Managed=196.00MB Threads=32
[23:35:09.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:35:08.418Z CPU=0.1% WS=66.83MB Managed=197.02MB Threads=33
[23:35:39.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:35:38.418Z CPU=0.0% WS=66.83MB Managed=198.03MB Threads=33
[23:36:09.421 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:36:08.418Z CPU=0.1% WS=66.86MB Managed=199.05MB Threads=34
[23:36:39.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:36:38.419Z CPU=0.1% WS=66.83MB Managed=200.05MB Threads=32
[23:37:09.421 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:37:08.419Z CPU=0.1% WS=66.84MB Managed=193.21MB Threads=33
[23:37:39.419 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:37:38.419Z CPU=0.0% WS=66.86MB Managed=194.20MB Threads=33
[23:38:09.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:38:08.420Z CPU=0.0% WS=66.84MB Managed=195.20MB Threads=32
[23:38:39.421 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:38:38.420Z CPU=0.1% WS=66.84MB Managed=196.24MB Threads=32
[23:39:09.421 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:39:08.420Z CPU=0.1% WS=66.86MB Managed=197.25MB Threads=33
[23:39:39.422 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:39:38.420Z CPU=0.1% WS=66.84MB Managed=198.26MB Threads=32
[23:40:09.420 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:40:08.421Z CPU=0.1% WS=66.88MB Managed=199.27MB Threads=33
[23:40:39.419 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:40:38.421Z CPU=0.1% WS=66.88MB Managed=200.27MB Threads=33
[23:41:09.422 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:41:08.422Z CPU=0.1% WS=68.27MB Managed=193.41MB Threads=32
[23:57:40.698 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:57:39.697Z CPU=0.1% WS=67.48MB Managed=194.42MB Threads=33
[23:58:10.700 INF] [T:7] [PerfMonitor] Time:2026-02-02 14:58:09.700Z CPU=0.1% WS=67.50MB Managed=195.43MB Threads=33
