[14:22:48.325 INF] [T:1] [Rank] Logger setup was successful: Rank
[14:22:48.465 DBG] [T:1] [Rank] Discover commands: [3003, 3002, 3001, 3000, 1000]
[14:22:48.466 INF] [T:1] [Rank] The server Rank is initialized.
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[14:22:48.735 INF] [T:1] [Rank] [Daily] Season loaded. kind="Daily", num=46, state="Running", start="2025-12-26T00:00:00.0000000+09:00", end="2025-12-27T00:00:00.0000000+09:00"
[14:22:48.737 INF] [T:1] [Rank] Listener (0.0.0.0:20000:"Tcp") was started.
[14:22:48.740 INF] [T:1] [Rank] The server instance Rank was been started!
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[14:22:48.873 INF] [T:12] [Rank] [Daily] Next season scheduled. kind="Daily", num=47, start="2025-12-29T00:00:00.0000000+00:00", end="2025-12-30T00:00:00.0000000+00:00"
[14:23:14.548 DBG] [T:27] [Rank] A new session connected. sessionId=2f5246f1-d9c1-4693-a877-c61ac529a48a, remoteEndPoint=127.0.0.1:64433
[15:40:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:40:17.474Z CPU=0.0% WS=65.33MB Managed=196.77MB Threads=32
[15:40:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:40:47.474Z CPU=0.0% WS=70.02MB Managed=197.23MB Threads=33
[15:41:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:41:17.474Z CPU=0.0% WS=70.09MB Managed=197.71MB Threads=34
[15:41:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:41:47.474Z CPU=0.0% WS=70.08MB Managed=198.15MB Threads=33
[15:42:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:42:17.474Z CPU=0.0% WS=69.69MB Managed=198.61MB Threads=35
[15:42:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:42:47.474Z CPU=0.0% WS=69.66MB Managed=199.06MB Threads=33
[15:43:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:43:17.474Z CPU=0.0% WS=69.66MB Managed=199.52MB Threads=33
[15:43:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:43:47.475Z CPU=0.0% WS=69.66MB Managed=199.96MB Threads=33
[15:44:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:44:17.475Z CPU=0.0% WS=69.67MB Managed=200.43MB Threads=33
[15:44:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:44:47.475Z CPU=0.0% WS=69.77MB Managed=193.18MB Threads=33
[15:45:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:45:17.475Z CPU=0.0% WS=69.78MB Managed=193.65MB Threads=34
[15:45:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:45:47.475Z CPU=0.0% WS=69.97MB Managed=194.12MB Threads=33
[15:46:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:46:17.475Z CPU=0.0% WS=69.98MB Managed=194.56MB Threads=33
[15:46:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:46:47.475Z CPU=0.0% WS=69.98MB Managed=195.01MB Threads=33
[15:47:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:47:17.475Z CPU=0.0% WS=69.97MB Managed=195.45MB Threads=32
[15:47:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:47:47.476Z CPU=0.0% WS=69.98MB Managed=195.90MB Threads=33
[15:48:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:48:17.474Z CPU=0.0% WS=70.00MB Managed=196.34MB Threads=34
[15:48:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:48:47.475Z CPU=0.0% WS=69.36MB Managed=196.81MB Threads=35
[15:49:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:49:17.474Z CPU=0.0% WS=68.73MB Managed=197.27MB Threads=33
[15:49:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:49:47.475Z CPU=0.0% WS=68.75MB Managed=197.71MB Threads=34
[15:50:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:50:17.475Z CPU=0.0% WS=69.09MB Managed=198.17MB Threads=33
[15:50:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:50:47.475Z CPU=0.0% WS=69.47MB Managed=198.62MB Threads=32
[15:51:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:51:17.475Z CPU=0.0% WS=69.48MB Managed=199.06MB Threads=33
[15:51:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:51:47.475Z CPU=0.0% WS=69.48MB Managed=199.51MB Threads=33
[15:52:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:52:17.474Z CPU=0.0% WS=69.52MB Managed=199.97MB Threads=34
[15:52:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:52:47.477Z CPU=0.0% WS=69.42MB Managed=200.44MB Threads=34
[15:53:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:53:17.475Z CPU=0.0% WS=69.80MB Managed=193.17MB Threads=32
[15:53:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:53:47.475Z CPU=0.0% WS=70.02MB Managed=193.60MB Threads=33
[15:54:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:54:17.475Z CPU=0.0% WS=70.02MB Managed=194.04MB Threads=33
[15:54:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:54:47.475Z CPU=0.0% WS=70.02MB Managed=194.50MB Threads=33
[15:55:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:55:17.475Z CPU=0.0% WS=70.00MB Managed=194.95MB Threads=32
[15:55:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:55:47.476Z CPU=0.0% WS=70.00MB Managed=195.41MB Threads=32
[15:56:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:56:17.476Z CPU=0.0% WS=70.67MB Managed=195.87MB Threads=33
[15:56:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:56:47.476Z CPU=0.0% WS=70.66MB Managed=196.29MB Threads=32
[15:57:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:57:17.476Z CPU=0.0% WS=70.66MB Managed=196.73MB Threads=32
[15:57:48.499 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:57:47.498Z CPU=0.0% WS=70.67MB Managed=197.20MB Threads=33
[15:58:18.508 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:58:17.508Z CPU=0.0% WS=70.67MB Managed=197.63MB Threads=33
[15:58:48.510 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:58:47.510Z CPU=0.0% WS=68.55MB Managed=198.09MB Threads=34
[15:59:18.511 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:59:17.510Z CPU=0.0% WS=68.73MB Managed=198.54MB Threads=33
[15:59:48.511 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:59:47.512Z CPU=0.0% WS=68.73MB Managed=199.00MB Threads=33
[16:00:18.511 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:00:17.511Z CPU=0.0% WS=68.75MB Managed=199.45MB Threads=34
[16:00:48.512 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:00:47.512Z CPU=0.0% WS=68.73MB Managed=199.89MB Threads=33
[16:01:18.513 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:01:17.512Z CPU=0.0% WS=69.05MB Managed=200.36MB Threads=33
[16:01:48.513 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:01:47.513Z CPU=0.0% WS=69.12MB Managed=193.12MB Threads=34
[16:02:18.514 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:02:17.512Z CPU=0.0% WS=69.56MB Managed=193.59MB Threads=33
[16:02:48.514 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:02:47.514Z CPU=0.0% WS=69.52MB Managed=194.03MB Threads=33
[16:03:18.515 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:03:17.515Z CPU=0.0% WS=69.53MB Managed=194.50MB Threads=34
[16:03:48.515 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:03:47.515Z CPU=0.0% WS=69.53MB Managed=194.94MB Threads=33
[16:04:18.516 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:04:17.515Z CPU=0.0% WS=69.53MB Managed=195.39MB Threads=33
[16:04:48.516 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:04:47.516Z CPU=0.0% WS=69.53MB Managed=195.83MB Threads=33
[16:05:18.517 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:05:17.516Z CPU=0.0% WS=69.80MB Managed=196.26MB Threads=32
[16:05:48.517 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:05:47.517Z CPU=0.0% WS=69.81MB Managed=196.71MB Threads=33
[16:06:18.517 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:06:17.518Z CPU=0.0% WS=70.78MB Managed=197.18MB Threads=33
[16:06:48.517 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:06:48.517Z CPU=0.0% WS=70.78MB Managed=197.63MB Threads=33
[16:07:18.519 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:07:17.519Z CPU=0.0% WS=70.81MB Managed=198.08MB Threads=35
[16:07:48.520 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:07:47.520Z CPU=0.0% WS=70.83MB Managed=198.53MB Threads=33
[16:08:18.520 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:08:17.520Z CPU=0.0% WS=70.88MB Managed=199.00MB Threads=35
[16:08:48.522 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:08:47.521Z CPU=0.0% WS=70.83MB Managed=199.44MB Threads=32
[16:09:18.522 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:09:17.521Z CPU=0.0% WS=70.84MB Managed=199.90MB Threads=33
[16:09:48.522 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:09:47.522Z CPU=0.0% WS=70.88MB Managed=200.35MB Threads=33
[16:10:18.521 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:10:17.522Z CPU=0.0% WS=70.86MB Managed=200.78MB Threads=32
[16:10:48.522 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:10:47.523Z CPU=0.0% WS=70.94MB Managed=193.56MB Threads=34
[16:11:18.522 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:11:17.522Z CPU=0.0% WS=70.91MB Managed=193.99MB Threads=32
[16:11:48.523 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:11:47.522Z CPU=0.0% WS=70.94MB Managed=194.43MB Threads=32
[16:12:18.522 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:12:17.523Z CPU=0.0% WS=70.94MB Managed=194.86MB Threads=32
[16:12:48.524 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:12:47.524Z CPU=0.0% WS=70.94MB Managed=195.28MB Threads=32
[16:13:18.524 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:13:17.525Z CPU=0.0% WS=70.95MB Managed=195.73MB Threads=33
[16:13:48.525 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:13:47.525Z CPU=0.0% WS=70.94MB Managed=196.17MB Threads=32
[16:14:18.525 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:14:17.525Z CPU=0.0% WS=70.95MB Managed=196.62MB Threads=33
[16:14:48.525 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:14:47.525Z CPU=0.0% WS=70.95MB Managed=197.05MB Threads=33
[16:15:18.526 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:15:17.527Z CPU=0.0% WS=71.00MB Managed=197.51MB Threads=33
[16:15:48.527 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:15:47.527Z CPU=0.0% WS=71.00MB Managed=197.96MB Threads=33
[16:16:18.527 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:16:17.528Z CPU=0.0% WS=70.98MB Managed=198.39MB Threads=32
[16:16:48.529 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:16:47.529Z CPU=0.0% WS=70.98MB Managed=198.82MB Threads=32
[16:17:18.528 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:17:17.529Z CPU=0.0% WS=71.00MB Managed=199.29MB Threads=33
[16:17:48.528 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:17:47.529Z CPU=0.0% WS=71.00MB Managed=199.73MB Threads=33
[16:18:18.529 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:18:17.531Z CPU=0.0% WS=71.00MB Managed=200.18MB Threads=33
[16:18:48.531 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:18:47.531Z CPU=0.0% WS=71.00MB Managed=200.64MB Threads=32
[16:19:18.531 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:19:17.531Z CPU=0.0% WS=73.88MB Managed=192.43MB Threads=32
[16:19:48.529 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:19:47.530Z CPU=0.0% WS=73.88MB Managed=192.89MB Threads=32
[16:20:18.532 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:20:17.532Z CPU=0.0% WS=73.88MB Managed=193.31MB Threads=32
[16:20:48.531 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:20:47.533Z CPU=0.0% WS=73.88MB Managed=193.73MB Threads=32
[16:21:18.534 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:21:17.533Z CPU=0.0% WS=73.89MB Managed=194.17MB Threads=33
[16:21:48.532 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:21:47.534Z CPU=0.0% WS=73.89MB Managed=194.62MB Threads=33
[16:22:18.535 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:22:17.534Z CPU=0.0% WS=72.30MB Managed=195.07MB Threads=32
[16:22:51.433 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:22:50.435Z CPU=0.0% WS=71.62MB Managed=195.50MB Threads=33
[16:23:21.432 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:23:20.432Z CPU=0.0% WS=45.12MB Managed=195.96MB Threads=33
[16:23:51.432 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:23:50.432Z CPU=0.0% WS=47.31MB Managed=196.41MB Threads=32
[16:24:21.433 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:24:20.432Z CPU=0.0% WS=46.16MB Managed=196.83MB Threads=32
[16:24:51.432 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:24:50.432Z CPU=0.0% WS=46.23MB Managed=197.27MB Threads=32
[16:25:21.433 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:25:20.432Z CPU=0.0% WS=55.03MB Managed=197.72MB Threads=32
[16:25:51.433 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:25:50.433Z CPU=0.0% WS=55.50MB Managed=198.18MB Threads=33
[16:26:21.433 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:26:20.433Z CPU=0.0% WS=56.03MB Managed=198.61MB Threads=33
[16:26:51.434 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:26:50.434Z CPU=0.0% WS=56.56MB Managed=199.10MB Threads=35
[16:27:21.434 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:27:20.434Z CPU=0.0% WS=59.30MB Managed=199.56MB Threads=33
[16:27:51.437 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:27:50.435Z CPU=0.0% WS=59.78MB Managed=200.01MB Threads=32
[16:28:21.434 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:28:20.435Z CPU=0.0% WS=66.02MB Managed=192.74MB Threads=32
[16:28:51.435 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:28:50.435Z CPU=0.0% WS=66.03MB Managed=193.18MB Threads=33
[16:29:21.435 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:29:20.435Z CPU=0.0% WS=66.02MB Managed=193.62MB Threads=32
[16:29:51.435 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:29:50.435Z CPU=0.0% WS=66.03MB Managed=194.05MB Threads=33
[16:30:21.435 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:30:20.436Z CPU=0.0% WS=66.03MB Managed=194.50MB Threads=33
[16:30:51.436 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:30:50.435Z CPU=0.0% WS=65.98MB Managed=194.94MB Threads=32
[16:31:21.436 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:31:20.437Z CPU=0.0% WS=65.98MB Managed=195.36MB Threads=32
[16:31:51.436 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:31:50.437Z CPU=0.0% WS=66.00MB Managed=195.81MB Threads=33
[16:32:21.437 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:32:20.436Z CPU=0.0% WS=65.89MB Managed=196.28MB Threads=33
[16:32:51.437 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:32:50.438Z CPU=0.0% WS=65.75MB Managed=196.73MB Threads=34
[16:33:21.438 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:33:20.437Z CPU=0.0% WS=65.73MB Managed=197.18MB Threads=33
[16:33:51.438 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:33:50.437Z CPU=0.0% WS=65.69MB Managed=197.63MB Threads=33
[16:34:21.438 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:34:20.439Z CPU=0.0% WS=65.69MB Managed=198.06MB Threads=33
[16:34:51.439 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:34:50.439Z CPU=0.0% WS=65.69MB Managed=198.51MB Threads=33
[16:35:21.439 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:35:20.439Z CPU=0.0% WS=65.69MB Managed=198.98MB Threads=33
[16:35:51.439 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:35:50.439Z CPU=0.0% WS=65.69MB Managed=199.42MB Threads=33
[16:36:21.439 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:36:20.439Z CPU=0.0% WS=65.67MB Managed=199.84MB Threads=32
[16:36:51.440 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:36:50.440Z CPU=0.0% WS=65.95MB Managed=192.57MB Threads=32
[16:37:21.440 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:37:20.440Z CPU=0.0% WS=66.23MB Managed=193.04MB Threads=33
[16:37:51.441 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:37:50.440Z CPU=0.0% WS=66.22MB Managed=193.46MB Threads=32
[16:38:21.440 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:38:20.440Z CPU=0.0% WS=66.27MB Managed=193.92MB Threads=34
[16:38:51.441 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:38:50.441Z CPU=0.0% WS=66.14MB Managed=194.35MB Threads=33
[16:39:21.441 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:39:20.441Z CPU=0.0% WS=66.17MB Managed=194.81MB Threads=33
[16:39:51.442 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:39:50.441Z CPU=0.0% WS=58.77MB Managed=195.25MB Threads=32
[16:40:21.441 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:40:21.441Z CPU=0.0% WS=58.77MB Managed=195.69MB Threads=32
[16:40:51.442 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:40:50.442Z CPU=0.0% WS=58.75MB Managed=196.11MB Threads=32
[16:41:21.442 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:41:20.442Z CPU=0.0% WS=58.89MB Managed=196.58MB Threads=34
[16:41:51.443 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:41:50.442Z CPU=0.0% WS=58.95MB Managed=197.00MB Threads=32
[16:42:21.443 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:42:20.443Z CPU=0.0% WS=55.08MB Managed=197.43MB Threads=33
[16:42:51.444 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:42:50.444Z CPU=0.0% WS=59.44MB Managed=197.89MB Threads=32
[16:43:21.444 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:43:20.444Z CPU=0.0% WS=59.94MB Managed=198.35MB Threads=33
[16:43:51.444 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:43:50.443Z CPU=0.0% WS=60.39MB Managed=198.79MB Threads=33
[16:44:21.444 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:44:20.444Z CPU=0.0% WS=61.44MB Managed=199.21MB Threads=32
[16:44:51.445 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:44:50.443Z CPU=0.0% WS=61.88MB Managed=199.64MB Threads=32
[16:45:21.444 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:45:20.445Z CPU=0.0% WS=62.50MB Managed=200.11MB Threads=34
[16:45:51.445 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:45:50.444Z CPU=0.0% WS=62.83MB Managed=192.86MB Threads=33
[16:46:21.446 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:46:20.446Z CPU=0.0% WS=62.81MB Managed=193.30MB Threads=32
[16:46:51.445 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:46:50.446Z CPU=0.0% WS=62.81MB Managed=193.72MB Threads=32
[16:47:21.446 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:47:20.447Z CPU=0.0% WS=62.83MB Managed=194.17MB Threads=33
[16:47:51.446 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:47:50.446Z CPU=0.0% WS=65.27MB Managed=194.62MB Threads=32
[16:48:21.446 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:48:20.446Z CPU=0.0% WS=65.27MB Managed=195.05MB Threads=32
[16:48:51.446 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:48:50.447Z CPU=0.0% WS=65.27MB Managed=195.47MB Threads=32
[16:49:21.448 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:49:20.448Z CPU=0.0% WS=65.28MB Managed=195.91MB Threads=33
[16:49:51.449 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:49:50.447Z CPU=0.0% WS=65.27MB Managed=196.35MB Threads=32
[16:50:21.448 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:50:20.449Z CPU=0.0% WS=65.30MB Managed=196.79MB Threads=33
[16:50:51.449 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:50:50.448Z CPU=0.0% WS=65.30MB Managed=197.25MB Threads=33
[16:51:21.450 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:51:20.450Z CPU=0.0% WS=65.28MB Managed=197.69MB Threads=32
[16:51:51.450 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:51:50.450Z CPU=0.0% WS=65.30MB Managed=198.13MB Threads=32
[16:52:21.450 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:52:20.450Z CPU=0.0% WS=65.30MB Managed=198.55MB Threads=32
[16:52:51.450 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:52:50.450Z CPU=0.0% WS=67.80MB Managed=198.99MB Threads=32
[16:53:21.450 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:53:20.451Z CPU=0.0% WS=67.80MB Managed=199.44MB Threads=32
[16:53:51.450 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:53:50.451Z CPU=0.0% WS=67.80MB Managed=199.85MB Threads=32
[16:54:22.634 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:54:21.635Z CPU=0.0% WS=66.27MB Managed=200.29MB Threads=33
[16:54:52.630 INF] [T:7] [PerfMonitor] Time:2025-12-29 07:54:51.632Z CPU=0.0% WS=66.31MB Managed=192.99MB Threads=33
[17:11:23.714 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:11:22.715Z CPU=0.0% WS=66.23MB Managed=193.44MB Threads=32
[17:11:53.714 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:11:52.714Z CPU=0.0% WS=66.23MB Managed=193.85MB Threads=32
[17:27:53.261 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:27:52.263Z CPU=0.0% WS=66.23MB Managed=194.27MB Threads=32
[17:28:23.258 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:28:22.258Z CPU=0.0% WS=66.23MB Managed=194.70MB Threads=32
[17:37:16.023 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:37:15.022Z CPU=0.0% WS=51.61MB Managed=195.16MB Threads=33
[17:37:46.023 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:37:45.023Z CPU=0.0% WS=51.75MB Managed=195.58MB Threads=32
[17:38:44.114 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:38:43.115Z CPU=0.0% WS=64.09MB Managed=196.02MB Threads=32
[17:39:14.114 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:39:13.113Z CPU=0.0% WS=64.30MB Managed=196.48MB Threads=33
[17:55:46.933 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:55:45.933Z CPU=0.0% WS=64.92MB Managed=196.94MB Threads=35
[18:03:22.055 INF] [T:7] [PerfMonitor] Time:2025-12-29 08:56:15.933Z CPU=0.0% WS=65.33MB Managed=197.38MB Threads=32
[18:03:51.579 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:03:50.580Z CPU=0.0% WS=65.83MB Managed=197.84MB Threads=32
[18:19:22.063 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:19:21.061Z CPU=0.0% WS=66.36MB Managed=198.30MB Threads=33
[18:19:52.038 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:19:51.038Z CPU=0.0% WS=66.81MB Managed=198.75MB Threads=33
[18:35:56.622 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:35:55.620Z CPU=0.0% WS=67.27MB Managed=199.17MB Threads=33
[18:36:26.635 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:36:25.633Z CPU=0.0% WS=67.69MB Managed=199.60MB Threads=32
[18:52:19.220 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:52:18.221Z CPU=0.0% WS=68.12MB Managed=200.02MB Threads=32
[18:52:49.219 INF] [T:7] [PerfMonitor] Time:2025-12-29 09:52:48.220Z CPU=0.0% WS=68.67MB Managed=192.74MB Threads=33
[19:00:41.541 INF] [T:7] [PerfMonitor] Time:2025-12-29 10:00:41.540Z CPU=0.0% WS=68.67MB Managed=193.21MB Threads=33
[19:01:11.541 INF] [T:7] [PerfMonitor] Time:2025-12-29 10:01:10.542Z CPU=0.0% WS=67.67MB Managed=193.62MB Threads=32
