[17:13:23.479 INF] [T:1] [Rank] Logger setup was successful: Rank
[17:13:23.609 DBG] [T:1] [Rank] Discover commands: [3003, 3002, 3001, 3000, 1000]
[17:13:23.613 INF] [T:1] [Rank] The server Rank is initialized.
[17:13:24.056 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[17:13:24.056 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[17:13:24.056 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[17:13:24.056 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[17:13:24.071 INF] [T:1] [Rank] [Daily] Season loaded. kind="Daily", num=68, state="Running", start="2026-01-27T00:00:00.0000000+09:00", end="2026-01-28T00:00:00.0000000+09:00"
[17:13:24.074 INF] [T:1] [Rank] Listener (0.0.0.0:20000:"Tcp") was started.
[17:13:24.077 INF] [T:1] [Rank] The server instance Rank was been started!
[17:13:24.131 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[17:13:24.132 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[17:13:24.132 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[17:13:24.132 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[17:13:24.226 INF] [T:12] [Rank] [Daily] Next season scheduled. kind="Daily", num=69, start="2026-01-29T00:00:00.0000000+00:00", end="2026-01-30T00:00:00.0000000+00:00"
[17:13:35.484 DBG] [T:25] [Rank] A new session connected. sessionId=43d088a2-e25e-4a52-a3ab-4ed0bfed2000, remoteEndPoint=127.0.0.1:57360
[18:30:53.639 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:30:52.638Z CPU=0.0% WS=62.22MB Managed=200.50MB Threads=32
[18:31:23.638 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:31:22.638Z CPU=0.0% WS=70.39MB Managed=193.30MB Threads=33
[18:31:53.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:31:52.639Z CPU=0.0% WS=68.95MB Managed=193.77MB Threads=32
[18:32:23.639 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:32:22.639Z CPU=0.0% WS=56.03MB Managed=194.21MB Threads=32
[18:32:53.639 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:32:52.639Z CPU=0.0% WS=55.56MB Managed=194.65MB Threads=32
[18:33:23.639 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:33:22.639Z CPU=0.0% WS=56.34MB Managed=195.12MB Threads=33
[18:33:53.639 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:33:52.639Z CPU=0.0% WS=55.16MB Managed=195.59MB Threads=33
[18:34:23.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:34:22.639Z CPU=0.0% WS=48.94MB Managed=196.05MB Threads=33
[18:34:53.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:34:53.639Z CPU=0.0% WS=49.39MB Managed=196.51MB Threads=33
[18:35:23.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:35:22.639Z CPU=0.0% WS=48.86MB Managed=196.94MB Threads=32
[18:35:53.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:35:52.640Z CPU=0.0% WS=51.08MB Managed=197.42MB Threads=32
[18:36:23.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:36:22.640Z CPU=0.0% WS=55.09MB Managed=197.87MB Threads=32
[18:36:53.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:36:52.640Z CPU=0.0% WS=52.97MB Managed=198.31MB Threads=32
[18:37:23.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:37:23.640Z CPU=0.0% WS=52.84MB Managed=198.78MB Threads=33
[18:37:53.641 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:37:52.641Z CPU=0.0% WS=49.36MB Managed=199.23MB Threads=33
[18:38:23.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:38:22.641Z CPU=0.0% WS=49.84MB Managed=199.69MB Threads=33
[18:38:53.640 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:38:52.640Z CPU=0.0% WS=48.36MB Managed=200.15MB Threads=33
[18:39:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:39:23.642Z CPU=0.0% WS=47.80MB Managed=200.61MB Threads=33
[18:39:53.641 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:39:52.641Z CPU=0.0% WS=57.06MB Managed=193.38MB Threads=33
[18:40:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:40:22.642Z CPU=0.0% WS=56.91MB Managed=193.83MB Threads=33
[18:40:53.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:40:52.642Z CPU=0.0% WS=59.55MB Managed=194.30MB Threads=33
[18:41:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:41:22.641Z CPU=0.0% WS=59.45MB Managed=194.75MB Threads=33
[18:41:53.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:41:52.641Z CPU=0.0% WS=62.00MB Managed=195.23MB Threads=32
[18:42:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:42:22.641Z CPU=0.0% WS=62.03MB Managed=195.66MB Threads=33
[18:42:53.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:42:53.642Z CPU=0.0% WS=62.02MB Managed=196.14MB Threads=32
[18:43:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:43:22.642Z CPU=0.0% WS=62.06MB Managed=196.60MB Threads=33
[18:43:53.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:43:52.642Z CPU=0.0% WS=53.73MB Managed=197.05MB Threads=32
[18:44:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:44:22.642Z CPU=0.0% WS=54.03MB Managed=197.50MB Threads=32
[18:44:53.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:44:52.642Z CPU=0.0% WS=54.56MB Managed=197.95MB Threads=32
[18:45:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:45:22.643Z CPU=0.0% WS=55.12MB Managed=198.42MB Threads=33
[18:45:53.646 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:45:52.643Z CPU=0.0% WS=55.94MB Managed=198.90MB Threads=33
[18:46:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:46:22.643Z CPU=0.0% WS=56.50MB Managed=199.36MB Threads=34
[18:46:53.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:46:52.643Z CPU=0.0% WS=59.55MB Managed=199.83MB Threads=32
[18:47:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:47:22.644Z CPU=0.0% WS=59.98MB Managed=200.25MB Threads=32
[18:47:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:47:52.643Z CPU=0.0% WS=60.11MB Managed=200.72MB Threads=35
[18:48:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:48:22.643Z CPU=0.0% WS=65.73MB Managed=193.52MB Threads=32
[18:48:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:48:52.644Z CPU=0.0% WS=55.16MB Managed=193.98MB Threads=33
[18:49:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:49:22.643Z CPU=0.0% WS=55.52MB Managed=194.44MB Threads=34
[18:49:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:49:52.644Z CPU=0.0% WS=54.38MB Managed=194.92MB Threads=33
[18:50:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:50:22.644Z CPU=0.0% WS=49.89MB Managed=195.36MB Threads=34
[18:50:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:50:52.644Z CPU=0.0% WS=50.28MB Managed=195.82MB Threads=33
[18:51:23.645 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:51:22.645Z CPU=0.0% WS=50.55MB Managed=196.29MB Threads=33
[18:51:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:51:52.645Z CPU=0.0% WS=54.56MB Managed=196.75MB Threads=33
[18:52:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:52:22.643Z CPU=0.0% WS=54.00MB Managed=197.25MB Threads=35
[18:52:53.641 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:52:52.642Z CPU=0.0% WS=54.58MB Managed=197.70MB Threads=33
[18:53:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:53:22.642Z CPU=0.0% WS=54.42MB Managed=198.15MB Threads=32
[18:53:53.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:53:52.642Z CPU=0.0% WS=55.33MB Managed=198.60MB Threads=32
[18:54:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:54:22.642Z CPU=0.0% WS=49.86MB Managed=199.06MB Threads=33
[18:54:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:54:52.642Z CPU=0.0% WS=49.19MB Managed=199.51MB Threads=33
[18:55:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:55:22.642Z CPU=0.0% WS=49.72MB Managed=199.98MB Threads=34
[18:55:53.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:55:52.642Z CPU=0.0% WS=52.20MB Managed=200.44MB Threads=33
[18:56:23.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:56:22.643Z CPU=0.0% WS=51.72MB Managed=200.89MB Threads=33
[18:56:53.642 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:56:52.643Z CPU=0.0% WS=60.67MB Managed=193.67MB Threads=33
[18:57:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:57:22.643Z CPU=0.0% WS=67.92MB Managed=194.12MB Threads=32
[18:57:53.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:57:52.642Z CPU=0.0% WS=68.12MB Managed=194.59MB Threads=33
[18:58:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:58:22.643Z CPU=0.0% WS=67.33MB Managed=195.05MB Threads=34
[18:58:53.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:58:52.643Z CPU=0.0% WS=66.67MB Managed=195.53MB Threads=33
[18:59:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:59:22.644Z CPU=0.0% WS=62.92MB Managed=195.98MB Threads=33
[18:59:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 09:59:52.644Z CPU=0.0% WS=63.86MB Managed=196.45MB Threads=32
[19:00:23.643 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:00:22.644Z CPU=0.0% WS=55.84MB Managed=196.89MB Threads=33
[19:00:53.645 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:00:53.644Z CPU=0.0% WS=48.62MB Managed=197.37MB Threads=33
[19:01:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:01:22.644Z CPU=0.0% WS=49.39MB Managed=197.80MB Threads=32
[19:01:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:01:52.644Z CPU=0.0% WS=48.84MB Managed=198.27MB Threads=33
[19:02:23.645 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:02:23.644Z CPU=0.0% WS=52.22MB Managed=198.75MB Threads=33
[19:02:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:02:52.645Z CPU=0.0% WS=52.70MB Managed=199.17MB Threads=32
[19:03:23.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:03:22.644Z CPU=0.0% WS=53.16MB Managed=199.60MB Threads=32
[19:03:53.644 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:03:52.644Z CPU=0.0% WS=53.70MB Managed=200.05MB Threads=33
[19:04:23.652 INF] [T:7] [PerfMonitor] Time:2026-01-29 10:04:22.644Z CPU=0.0% WS=59.66MB Managed=192.84MB Threads=32
